user_id;requete;11pt_avg;P_1;P_10;P_100;P_1000;P_15;P_2;P_20;P_200;P_30;P_5;P_50;P_500;Rndcg;Rprec;bpref;iprec_at_recall_0.00;iprec_at_recall_0.10;iprec_at_recall_0.20;iprec_at_recall_0.30;iprec_at_recall_0.40;iprec_at_recall_0.50;iprec_at_recall_0.60;iprec_at_recall_0.70;iprec_at_recall_0.80;iprec_at_recall_0.90;iprec_at_recall_1.00;map;ndcg;ndcg_cut_10;ndcg_cut_100;ndcg_cut_1000;ndcg_cut_15;ndcg_cut_20;ndcg_cut_200;ndcg_cut_30;ndcg_cut_5;ndcg_cut_500;ndcg_rel;num_rel;num_rel_ret;num_ret;recall_1;recall_10;recall_100;recall_1000;recall_15;recall_2;recall_20;recall_200;recall_30;recall_5;recall_50;recall_500;recip_rank;relative_P_1;relative_P_10;relative_P_100;relative_P_1000;relative_P_15;relative_P_2;relative_P_20;relative_P_200;relative_P_30;relative_P_5;relative_P_50;relative_P_500;set_F;set_P;set_map;set_recall;set_relative_P;success_1;success_10;success_5
user_24;278;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_24;282;0.0909;0.0;0.4000;0.1300;0.0190;0.4000;0.0;0.3500;0.0700;0.3333;0.6000;0.0;0.0360;0.2549;0.0693;0.0907;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0337;0.1407;0.4288;0.1977;0.1407;0.4235;0.3907;0.1248;0.3739;0.5221;0.1377;0.1594;202;19;0.0;0.0;0.0198;0.0644;0.0941;0.0297;0.0;0.0347;0.0693;0.0495;0.0149;0.0;0.0891;1.0000;0.0;0.4000;0.1300;0.0941;0.4000;0.0;0.3500;0.0700;0.3333;0.6000;0.0;0.0891;0.0316;0.0190;0.0018;0.0941;0.0941;1.0000;1.0000;1.0000
user_24;284;0.0758;0.0;0.7000;0.1000;0.0180;0.4667;0.0;0.4000;0.0700;0.3000;0.8000;0.0;0.0280;0.1925;0.0611;0.0780;0.8333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0284;0.1220;0.3804;0.1452;0.1220;0.3188;0.3033;0.1229;0.2661;0.4047;0.1155;0.1325;229;18;0.0;0.0;0.0306;0.0437;0.0786;0.0306;0.0;0.0349;0.0611;0.0393;0.0175;0.0;0.0611;0.5000;0.0;0.7000;0.1000;0.0786;0.4667;0.0;0.4000;0.0700;0.3000;0.8000;0.0;0.0611;0.0293;0.0180;0.0014;0.0786;0.0786;0.0000;1.0000;1.0000
user_24;285;0.0505;0.0;0.5000;0.0700;0.0090;0.4000;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0180;0.0976;0.0372;0.0410;0.5556;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0157;0.0740;0.2771;0.0995;0.0740;0.2457;0.2166;0.0743;0.1966;0.2157;0.0740;0.0797;215;9;0.0;0.0;0.0233;0.0326;0.0419;0.0279;0.0;0.0279;0.0372;0.0326;0.0093;0.0;0.0419;0.5000;0.0;0.5000;0.0700;0.0419;0.4000;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0419;0.0148;0.0090;0.0004;0.0419;0.0419;0.0000;1.0000;1.0000
user_24;286;0.0101;0.0;0.1000;0.0200;0.0060;0.0667;0.0;0.0500;0.0150;0.0333;0.0000;0.0;0.0100;0.0229;0.0163;0.0483;0.1111;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0017;0.0378;0.0500;0.0253;0.0378;0.0410;0.0354;0.0265;0.0283;0.0000;0.0353;0.0377;123;6;0.0;0.0;0.0081;0.0163;0.0488;0.0081;0.0;0.0081;0.0244;0.0081;0.0000;0.0;0.0407;0.1111;0.0;0.1000;0.0200;0.0488;0.0667;0.0;0.0500;0.0244;0.0333;0.0000;0.0;0.0407;0.0107;0.0060;0.0003;0.0488;0.0488;0.0000;1.0000;0.0000
user_24;287;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;47;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_24;289;0.0004;0.0;0.0000;0.0000;0.0020;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0040;0.0038;0.0000;0.0285;0.0042;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0002;0.0154;0.0000;0.0000;0.0154;0.0000;0.0000;0.0000;0.0000;0.0000;0.0154;0.0152;47;2;0.0;0.0;0.0000;0.0000;0.0426;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0426;0.0030;0.0;0.0000;0.0000;0.0426;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0426;0.0038;0.0020;0.0001;0.0426;0.0426;0.0000;0.0000;0.0000
user_24;291;0.0130;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.0000;0.0;0.0020;0.0218;0.0455;0.0413;0.1429;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0065;0.0262;0.0340;0.0262;0.0262;0.0300;0.0271;0.0262;0.0262;0.0000;0.0262;0.0268;22;1;0.0;0.0;0.0455;0.0455;0.0455;0.0455;0.0;0.0455;0.0455;0.0455;0.0000;0.0;0.0455;0.1429;0.0;0.1000;0.0455;0.0455;0.0667;0.0;0.0500;0.0455;0.0455;0.0000;0.0;0.0455;0.0020;0.0010;0.0000;0.0455;0.0455;0.0000;1.0000;0.0000
user_24;292;0.0303;0.0;0.1000;0.0600;0.0180;0.0667;0.0;0.0500;0.0550;0.0333;0.2000;0.0;0.0340;0.0750;0.0422;0.0583;0.3333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0038;0.0622;0.0858;0.0589;0.0622;0.0700;0.0601;0.0549;0.0479;0.1182;0.0597;0.0621;308;18;0.0;0.0;0.0032;0.0195;0.0584;0.0032;0.0;0.0032;0.0357;0.0032;0.0032;0.0;0.0552;0.3333;0.0;0.1000;0.0600;0.0584;0.0667;0.0;0.0500;0.0550;0.0333;0.2000;0.0;0.0552;0.0275;0.0180;0.0011;0.0584;0.0584;0.0000;1.0000;1.0000
user_24;293;0.0061;0.0;0.0000;0.0200;0.0050;0.0667;0.0;0.0500;0.0150;0.0333;0.0000;0.0;0.0100;0.0175;0.0248;0.0392;0.0667;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0015;0.0303;0.0000;0.0172;0.0303;0.0313;0.0273;0.0194;0.0221;0.0000;0.0303;0.0302;121;5;0.0;0.0;0.0000;0.0165;0.0413;0.0083;0.0;0.0083;0.0248;0.0083;0.0000;0.0;0.0413;0.0667;0.0;0.0000;0.0200;0.0413;0.0667;0.0;0.0500;0.0248;0.0333;0.0000;0.0;0.0413;0.0089;0.0050;0.0002;0.0413;0.0413;0.0000;0.0000;0.0000
user_24;296;0.0909;0.0;0.1000;0.0500;0.0060;0.0667;0.0;0.0500;0.0300;0.0333;0.2000;0.0;0.0120;0.0544;0.0385;0.0378;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0089;0.0507;0.0734;0.0502;0.0507;0.0615;0.0537;0.0507;0.0437;0.1131;0.0507;0.0528;156;6;0.0;0.0;0.0064;0.0321;0.0385;0.0064;0.0;0.0064;0.0385;0.0064;0.0064;0.0;0.0385;1.0000;0.0;0.1000;0.0500;0.0385;0.0667;0.0;0.0500;0.0385;0.0333;0.2000;0.0;0.0385;0.0104;0.0060;0.0002;0.0385;0.0385;1.0000;1.0000;1.0000
user_24;297;0.0909;0.0;0.2000;0.0600;0.0090;0.2000;0.0;0.1500;0.0350;0.1333;0.4000;0.0;0.0180;0.2250;0.0427;0.0537;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0165;0.0915;0.2942;0.1112;0.0915;0.2750;0.2347;0.0834;0.2078;0.4131;0.0915;0.1001;164;9;0.0;0.0;0.0122;0.0366;0.0549;0.0183;0.0;0.0183;0.0427;0.0244;0.0122;0.0;0.0549;1.0000;0.0;0.2000;0.0600;0.0549;0.2000;0.0;0.1500;0.0427;0.1333;0.4000;0.0;0.0549;0.0155;0.0090;0.0005;0.0549;0.0549;1.0000;1.0000;1.0000
user_24;298;0.0013;0.0;0.0000;0.0100;0.0020;0.0000;0.0;0.0000;0.0050;0.0000;0.0000;0.0;0.0020;0.0021;0.0066;0.0130;0.0145;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0001;0.0044;0.0000;0.0030;0.0044;0.0000;0.0000;0.0027;0.0000;0.0000;0.0027;0.0044;151;2;0.0;0.0;0.0000;0.0066;0.0132;0.0000;0.0;0.0000;0.0066;0.0000;0.0000;0.0;0.0066;0.0145;0.0;0.0000;0.0100;0.0132;0.0000;0.0;0.0000;0.0066;0.0000;0.0000;0.0;0.0066;0.0035;0.0020;0.0000;0.0132;0.0132;0.0000;0.0000;0.0000
user_24;300;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;62;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_25;251;0.0303;0.0;0.2000;0.0400;0.0050;0.1333;0.0;0.1000;0.0250;0.0667;0.2000;0.0;0.0100;0.0386;0.0276;0.0273;0.3333;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0040;0.0375;0.0897;0.0425;0.0375;0.0696;0.0579;0.0375;0.0445;0.0848;0.0375;0.0384;181;5;1000;0.0;0.0110;0.0221;0.0276;0.0110;0.0;0.0110;0.0276;0.0110;0.0055;0.0;0.0276;0.3333;0.0;0.2000;0.0400;0.0276;0.1333;0.0;0.1000;0.0276;0.0667;0.2000;0.0;0.0276;0.0085;0.0050;0.0001;0.0276;0.0276;0.0000;1.0000;1.0000
user_25;252;0.0909;0.0;0.7000;0.0800;0.0080;0.4667;0.0;0.3500;0.0400;0.2333;1.0000;0.0;0.0160;0.2380;0.0656;0.0654;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0593;0.1289;0.3607;0.1447;0.1289;0.3190;0.2891;0.1289;0.2474;0.4275;0.1289;0.1458;122;8;0.0;0.0;0.0574;0.0656;0.0656;0.0574;0.0;0.0574;0.0656;0.0574;0.0410;0.0;0.0656;1.0000;0.0;0.7000;0.0800;0.0656;0.4667;0.0;0.3500;0.0656;0.2333;1.0000;0.0;0.0656;0.0143;0.0080;0.0005;0.0656;0.0656;1.0000;1.0000;1.0000
user_25;253;0.0909;0.0;0.2000;0.0700;0.0100;0.1333;0.0;0.1000;0.0350;0.1667;0.4000;0.0;0.0200;0.1095;0.0479;0.0670;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0171;0.0867;0.1834;0.0858;0.0867;0.1537;0.1342;0.0743;0.1371;0.2826;0.0867;0.0942;146;10;0.0;0.0;0.0137;0.0479;0.0685;0.0137;0.0;0.0137;0.0479;0.0342;0.0137;0.0;0.0685;1.0000;0.0;0.2000;0.0700;0.0685;0.1333;0.0;0.1000;0.0479;0.1667;0.4000;0.0;0.0685;0.0175;0.0100;0.0007;0.0685;0.0685;1.0000;1.0000;1.0000
user_25;255;0.0682;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0565;0.2000;0.2000;0.2500;0.2500;0.2500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0500;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0848;0.0862;5;1;0.0;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2500;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.2000;0.2000;0.2000;0.0;0.2000;0.0020;0.0010;0.0002;0.2000;0.2000;0.0000;1.0000;1.0000
user_25;259;0.0909;0.0;0.4000;0.0800;0.0080;0.3333;0.0;0.3000;0.0400;0.2000;0.6000;0.0;0.0160;0.2567;0.0714;0.0704;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0400;0.1350;0.3919;0.1456;0.1350;0.3591;0.3379;0.1350;0.2715;0.4653;0.1350;0.1537;112;8;0.0;0.0;0.0357;0.0714;0.0714;0.0446;0.0;0.0536;0.0714;0.0536;0.0268;0.0;0.0714;1.0000;0.0;0.4000;0.0800;0.0714;0.3333;0.0;0.3000;0.0714;0.2000;0.6000;0.0;0.0714;0.0144;0.0080;0.0006;0.0714;0.0714;1.0000;1.0000;1.0000
user_25;261;0.0017;0.0;0.0000;0.0100;0.0010;0.0000;0.0;0.0000;0.0050;0.0000;0.0000;0.0;0.0020;0.0062;0.0000;0.0363;0.0189;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0009;0.0185;0.0000;0.0185;0.0185;0.0000;0.0000;0.0185;0.0000;0.0000;0.0185;0.0185;21;1;0.0;0.0;0.0000;0.0476;0.0476;0.0000;0.0;0.0000;0.0476;0.0000;0.0000;0.0;0.0476;0.0189;0.0;0.0000;0.0476;0.0476;0.0000;0.0;0.0000;0.0476;0.0000;0.0000;0.0;0.0476;0.0020;0.0010;0.0000;0.0476;0.0476;0.0000;0.0000;0.0000
user_25;263;0.0020;0.0;0.0000;0.0200;0.0070;0.0000;0.0;0.0000;0.0100;0.0000;0.0000;0.0;0.0100;0.0133;0.0131;0.0449;0.0222;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0006;0.0305;0.0000;0.0124;0.0305;0.0000;0.0000;0.0095;0.0000;0.0000;0.0242;0.0299;153;7;0.0;0.0;0.0000;0.0131;0.0458;0.0000;0.0;0.0000;0.0131;0.0000;0.0000;0.0;0.0327;0.0112;0.0;0.0000;0.0200;0.0458;0.0000;0.0;0.0000;0.0131;0.0000;0.0000;0.0;0.0327;0.0121;0.0070;0.0003;0.0458;0.0458;0.0000;0.0000;0.0000
user_25;267;0.0455;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0165;0.0118;0.0118;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0059;0.0149;0.0463;0.0149;0.0149;0.0359;0.0299;0.0149;0.0230;0.0713;0.0149;0.0163;85;1;0.0;0.0;0.0118;0.0118;0.0118;0.0118;0.0;0.0118;0.0118;0.0118;0.0118;0.0;0.0118;0.5000;0.0;0.1000;0.0118;0.0118;0.0667;0.0;0.0500;0.0118;0.0333;0.2000;0.0;0.0118;0.0018;0.0010;0.0000;0.0118;0.0118;0.0000;1.0000;1.0000
user_25;270;0.0184;0.0;0.1000;0.0500;0.0070;0.1333;0.0;0.1500;0.0250;0.1333;0.0000;0.0;0.0100;0.0501;0.0758;0.0957;0.1905;0.0117;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0117;0.0772;0.0294;0.0681;0.0772;0.0433;0.0536;0.0681;0.0729;0.0000;0.0681;0.0758;66;7;0.0;0.0;0.0152;0.0758;0.1061;0.0303;0.0;0.0455;0.0758;0.0606;0.0000;0.0;0.0758;0.1250;0.0;0.1000;0.0758;0.1061;0.1333;0.0;0.1500;0.0758;0.1333;0.0000;0.0;0.0758;0.0131;0.0070;0.0007;0.1061;0.1061;0.0000;1.0000;0.0000
user_25;271;0.0909;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.1616;0.0667;0.0667;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0667;0.1251;0.1498;0.1251;0.1251;0.1251;0.1251;0.1251;0.1251;0.1969;0.1251;0.1501;15;1;0.0;0.0;0.0667;0.0667;0.0667;0.0667;0.0;0.0667;0.0667;0.0667;0.0667;0.0;0.0667;1.0000;0.0;0.1000;0.0667;0.0667;0.0667;0.0;0.0667;0.0667;0.0667;0.2000;0.0;0.0667;0.0020;0.0010;0.0001;0.0667;0.0667;1.0000;1.0000;1.0000
user_25;273;0.0227;0.0;0.1000;0.0200;0.0030;0.0667;0.0;0.0500;0.0100;0.0333;0.2000;0.0;0.0040;0.0615;0.0250;0.0613;0.2500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0069;0.0498;0.0779;0.0465;0.0498;0.0629;0.0537;0.0465;0.0442;0.1096;0.0465;0.0516;40;3;0.0;0.0;0.0250;0.0500;0.0750;0.0250;0.0;0.0250;0.0500;0.0250;0.0250;0.0;0.0500;0.2500;0.0;0.1000;0.0500;0.0750;0.0667;0.0;0.0500;0.0500;0.0333;0.2000;0.0;0.0500;0.0058;0.0030;0.0002;0.0750;0.0750;0.0000;1.0000;1.0000
user_25;274;0.0010;0.0;0.0000;0.0000;0.0050;0.0000;0.0;0.0000;0.0050;0.0000;0.0000;0.0;0.0080;0.0065;0.0000;0.0494;0.0115;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0004;0.0260;0.0000;0.0000;0.0260;0.0000;0.0000;0.0044;0.0000;0.0000;0.0196;0.0255;100;5;0.0;0.0;0.0000;0.0000;0.0500;0.0000;0.0;0.0000;0.0100;0.0000;0.0000;0.0;0.0400;0.0075;0.0;0.0000;0.0000;0.0500;0.0000;0.0;0.0000;0.0100;0.0000;0.0000;0.0;0.0400;0.0091;0.0050;0.0003;0.0500;0.0500;0.0000;0.0000;0.0000
user_25;276;0.0909;0.0;0.2000;0.0800;0.0100;0.1333;0.0;0.1500;0.0500;0.1667;0.2000;0.0;0.0200;0.0751;0.0503;0.0495;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0123;0.0610;0.0946;0.0751;0.0610;0.0733;0.0748;0.0610;0.0959;0.1131;0.0610;0.0637;199;10;0.0;0.0;0.0101;0.0402;0.0503;0.0101;0.0;0.0151;0.0503;0.0251;0.0050;0.0;0.0503;1.0000;0.0;0.2000;0.0800;0.0503;0.1333;0.0;0.1500;0.0503;0.1667;0.2000;0.0;0.0503;0.0167;0.0100;0.0005;0.0503;0.0503;1.0000;1.0000;1.0000
user_25;277;0.0005;0.0;0.0000;0.0000;0.0020;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0040;0.0024;0.0000;0.0281;0.0050;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0001;0.0095;0.0000;0.0000;0.0095;0.0000;0.0000;0.0000;0.0000;0.0000;0.0095;0.0095;62;2;0.0;0.0;0.0000;0.0000;0.0323;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0323;0.0037;0.0;0.0000;0.0000;0.0323;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0323;0.0038;0.0020;0.0001;0.0323;0.0323;0.0000;0.0000;0.0000
user_25;278;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4;0;0.0;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
user_25;282;0.0909;0.0;0.4000;0.1300;0.0190;0.4000;0.0;0.3500;0.0700;0.3333;0.6000;0.0;0.0360;0.2549;0.0693;0.0907;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0337;0.1407;0.4288;0.1977;0.1407;0.4235;0.3907;0.1248;0.3739;0.5221;0.1377;0.1594;202;19;0.0;0.0;0.0198;0.0644;0.0941;0.0297;0.0;0.0347;0.0693;0.0495;0.0149;0.0;0.0891;1.0000;0.0;0.4000;0.1300;0.0941;0.4000;0.0;0.3500;0.0700;0.3333;0.6000;0.0;0.0891;0.0316;0.0190;0.0018;0.0941;0.0941;1.0000;1.0000;1.0000
user_25;284;0.0909;0.0;0.6000;0.1100;0.0180;0.6000;0.0;0.4500;0.0700;0.3000;1.0000;0.0;0.0280;0.2309;0.0611;0.0780;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.1443;0.4539;0.1794;0.1443;0.4597;0.4015;0.1464;0.3270;0.6617;0.1376;0.1622;229;18;0.0;0.0;0.0262;0.0480;0.0786;0.0393;0.0;0.0393;0.0611;0.0393;0.0218;0.0;0.0611;1.0000;0.0;0.6000;0.1100;0.0786;0.6000;0.0;0.4500;0.0700;0.3000;1.0000;0.0;0.0611;0.0293;0.0180;0.0014;0.0786;0.0786;1.0000;1.0000;1.0000
user_25;285;0.0505;0.0;0.5000;0.0700;0.0090;0.4000;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0180;0.0976;0.0372;0.0410;0.5556;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0157;0.0740;0.2771;0.0995;0.0740;0.2457;0.2166;0.0743;0.1966;0.2157;0.0740;0.0797;215;9;0.0;0.0;0.0233;0.0326;0.0419;0.0279;0.0;0.0279;0.0372;0.0326;0.0093;0.0;0.0419;0.5000;0.0;0.5000;0.0700;0.0419;0.4000;0.0;0.3000;0.0400;0.2333;0.4000;0.0;0.0419;0.0148;0.0090;0.0004;0.0419;0.0419;0.0000;1.0000;1.0000
user_25;286;0.0455;0.0;0.3000;0.0300;0.0060;0.2000;0.0;0.1500;0.0200;0.1000;0.2000;0.0;0.0100;0.0813;0.0244;0.0484;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0088;0.0638;0.1779;0.0558;0.0638;0.1459;0.1257;0.0581;0.1007;0.1427;0.0613;0.0669;123;6;0.0;0.0;0.0244;0.0244;0.0488;0.0244;0.0;0.0244;0.0325;0.0244;0.0081;0.0;0.0407;0.5000;0.0;0.3000;0.0300;0.0488;0.2000;0.0;0.1500;0.0325;0.1000;0.2000;0.0;0.0407;0.0107;0.0060;0.0003;0.0488;0.0488;0.0000;1.0000;1.0000
user_25;287;0.0455;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.2000;0.0;0.0020;0.0670;0.0213;0.0208;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0106;0.0490;0.0992;0.0490;0.0490;0.0821;0.0712;0.0490;0.0575;0.1427;0.0490;0.0534;47;1;0.0;0.0;0.0213;0.0213;0.0213;0.0213;0.0;0.0213;0.0213;0.0213;0.0213;0.0;0.0213;0.5000;0.0;0.1000;0.0213;0.0213;0.0667;0.0;0.0500;0.0213;0.0333;0.2000;0.0;0.0213;0.0019;0.0010;0.0000;0.0213;0.0213;0.0000;1.0000;1.0000
user_25;289;0.0004;0.0;0.0000;0.0000;0.0020;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0040;0.0038;0.0000;0.0285;0.0042;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0002;0.0154;0.0000;0.0000;0.0154;0.0000;0.0000;0.0000;0.0000;0.0000;0.0154;0.0152;47;2;0.0;0.0;0.0000;0.0000;0.0426;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0426;0.0030;0.0;0.0000;0.0000;0.0426;0.0000;0.0;0.0000;0.0000;0.0000;0.0000;0.0;0.0426;0.0038;0.0020;0.0001;0.0426;0.0426;0.0000;0.0000;0.0000
user_25;291;0.0130;0.0;0.1000;0.0100;0.0010;0.0667;0.0;0.0500;0.0050;0.0333;0.0000;0.0;0.0020;0.0218;0.0455;0.0413;0.1429;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0065;0.0262;0.0340;0.0262;0.0262;0.0300;0.0271;0.0262;0.0262;0.0000;0.0262;0.0268;22;1;0.0;0.0;0.0455;0.0455;0.0455;0.0455;0.0;0.0455;0.0455;0.0455;0.0000;0.0;0.0455;0.1429;0.0;0.1000;0.0455;0.0455;0.0667;0.0;0.0500;0.0455;0.0455;0.0000;0.0;0.0455;0.0020;0.0010;0.0000;0.0455;0.0455;0.0000;1.0000;0.0000
