user_num;top_num;top_title;idactivite;tache
25;259;difference carpenter bees;0661ef3c-9570-42cf-8905-ffcf29cc9010;1
25;261;common remedies sore throat;24707eb0-bdf6-4bd2-9d56-427b24703df2;1
25;263;theories and data on evolution;bd740cab-a8d3-4ccd-989d-00596e895bc0;1
25;267;lyrics feliz navidad;f70129a9-cb64-4921-b96e-2278db9927d3;1
25;270;sun tzu quotes;11204aac-9928-4f4d-836d-f45635de2944;1
25;271;halloween middle school activities;21ea7774-e039-43e7-9c05-ee7dc9cb0d0d;1
25;273;wilson disease association;92c6bd5e-83df-464e-a381-f960689781fa;1
25;274;golf schools;6a3a4029-257b-4535-96ed-4caba6c8a6b0;1
25;276;influence of african american music;54f799ba-a986-4390-9015-bb2898086bfa;1
25;277;bewitched cast;e5a9ec7d-7636-4587-97ff-142be95d25ce;2
25;278;Mister Rogers Neighborhood lyrics;833a019d-ceb4-4700-8ef2-4e9d0895ca7f;2
25;282;interplanetary nasa missions;034a4491-75ee-4580-9e18-2534947dd580;2
25;284;find morel mushrooms growing;ac83f697-1d75-40fa-9d09-71ffd340cf66;1
25;285;food rich in magnesium;f73c9d55-fbb2-45f7-8e0f-416ea1b03c0e;2
25;286;commun drugs to treat schizophrenia;7e3af648-40b6-4fe0-a10e-9a3c6c923b20;1
25;287;treatments carotid cavernous fistula;40ecdea1-96ea-47eb-ad34-d4a816be1453;2
25;289;yoga for kids benefits;714a60e5-7bbb-4e51-a80b-7d9ae33c32aa;2
25;291;sangre de cristo mountains region destinations;f5a234ac-209e-430b-9d96-a3e9a75a1fef;2
25;292;electronic medical record evolution;27a91d2c-a514-492a-ba3b-f1c26a53fe9f;2
25;293;socian network sites educational benefits;75042010-9a51-4009-b9b4-6c88d3051a83;2
25;296;recycle lead acid batteries;803361bf-10d6-4dfd-9414-26a5583020cb;2
25;297;prevent altitude sickness;0a184c9c-7d1b-434e-ad13-a53a76d575a9;2
25;298;medical practice jehovah members;069e42ce-c9f8-489a-aacc-b7776b4ee238;2
25;300;compute the mean of numbers;3e1ff557-1890-44c1-b8fe-59b943031bb0;2
26;251;finding spider bites;7ca5708e-3002-4470-81d8-43e022e9aabd;1
26;252;What is Orcas Island;020dc8b8-bf6b-4936-b38e-a88dfdf26a56;2
26;253;tooth abscess treatments;3932c4ae-8d39-4fc5-9233-3a5cf49d137c;1
26;255;teddy bear picnics;97dbef7d-82f4-4c06-9263-53b5e0524607;1
26;259;carpenter bee differences;afd5877a-74b1-4d54-b7f5-c139a6976cec;1
26;261;fold remedies used for sore throats;dd22d0fd-0188-4bc0-beb2-978697c531dd;1
26;263;theories on evolution;5fc1bee0-2e25-49d4-9390-5b065ff49005;1
26;267;navidad lyrics;963735f6-4d6f-4c00-b102-61bfb31d0847;1
26;270;Sun Tzu quotes;7bbabebf-1836-43e0-9b42-de17991e73b0;1
26;271;halloween activities for kids;053fb7bf-a6c2-42e9-a830-69bf90566ca5;1
26;273;wilson disease;c58e400c-47dd-44f2-841e-9be9b85408b2;1
26;274;gold schools;f5366959-6fdb-4151-8ed4-46451e37ead3;1
26;276;african american music influence on history and cultural history;34979f02-7e3d-4e46-bd86-2a7e1092d0fd;1
26;277;Bewitched cast;0e81d232-ee34-44a9-a0b3-fd0535f0d8af;2
26;278;Mister Rogers lyrics;f5c569e5-93fc-4ecb-bd86-4dda1620273d;2
26;282;NASA interplanetary missions;c4ea8f86-f088-489f-9d87-595997d3d3be;2
26;284;finding morel mushrooms;2ad1878d-177e-4588-9feb-ed9d7a0f5c8c;1
26;285;magnesium rich foods;cc33f87e-ab08-4f06-afd0-2b27e10207e9;2
26;286;schizophrenia drug treatments;a6a8dca9-77b7-4932-aeb7-4188f3d297c0;1
26;287;What is CCF carotid cavernous fistula;d5435bd7-97a9-44bd-98f7-9224044c1edf;2
26;289;Benefits of yoga on kids;33c8535f-96a2-48f8-ba3c-bba2bf472fa8;2
26;291;Sangre de Cristo mountains;467dac68-b3cc-446e-ad7b-01e83c0231bb;2
26;292;electronic medical record;d03a4825-8796-48b7-98d5-be3f84cb3070;2
26;293;Social networking educational benefits;a57e410a-4d9c-4487-bad7-c3ef434cdc38;2
26;296;recycling lead acid batteries;46ab38c4-0f12-4073-a368-d32b82cfc055;2
26;297;Prevent altitude sickness;726ee1d9-f582-42b4-a213-a0f81c62e78f;2
26;298;Jehovah's Witnesses health care;b269ef41-290c-4c41-92da-c04b4b6eb280;2
26;300;the mean of a set of numbers;c1ce0008-1f4c-41e9-b947-b0900c451b12;2
27;251;how to identify spider bites;bfcc802e-3d74-4e31-9bdf-cc5e28e35f2b;1
27;252;Orcas Island;b2e16b8e-9ae9-41fb-99db-72815661feb5;2
27;253;tooth abscess treatments;471f0c72-eb8e-4d57-86ff-75581fd6d14c;1
27;255;teddy bear picnics;2cc2110d-b6ef-4534-b3f1-990c7faddf53;1
27;259;how to identify carpenter bees;aca8abba-1333-4eee-84de-338233086196;1
27;261;Sore throat folk remedies;19c557df-326b-42a9-8bea-bdb43ac392f9;1
27;263;evolution proof;4c476fc3-255f-467c-acf3-084523acee75;1
27;267;feliz navidad lyrics;343648dd-509a-4b17-8b45-5f3ef9565a42;1
27;270;sun tzu quotes;12157e81-20d1-4ea3-8441-58f9155eece2;1
27;271;middle schools halloween activities;9acddca5-d89b-4aa6-a9cc-2abaa62423dd;1
27;273;Wilson's disease association;a7ef2417-f5dd-4572-9784-1e1928422bff;1
27;274;golf schools;66cf1225-f717-4ab3-9173-199f34100504;1
27;276;african america music influence in history;daacefb8-073f-4350-8fdf-139ce79794da;1
27;277;Bewitched;5fd30366-dcc7-4a22-a380-5c485b61fac0;2
27;278;Mister Rogers' Neighborhood lyrics;addf60c3-dc37-4ccb-a24e-0a404cb8c07e;2
27;282;NASA actual and future interplanetary missions;d824cc28-5608-4d24-a869-f79b6e8930ee;2
27;284;best places to see morel mushrooms growing;b5147e9d-ca71-46d9-8d14-680c0555f087;1
27;285;rich in magnesium food;44e4ca3b-a5e3-403b-be73-a7cf14018ee1;2
27;286;schizophrenia common treatment;572a2e09-212a-4427-93b5-885a42be8b65;1
27;287;CCFT treatments;b4bd39ed-0873-49e8-afeb-77df31e44d04;2
27;289;benefits of yoga for kids;8c1e6ccd-413b-45b1-9803-01be55b4904e;2
27;291;Destinations around Sangre de Cristo mountains;d171aafa-003f-4dae-a2b8-b0d4ed341ba4;2
27;292;Evolution of electronic health record;f1e609f2-695c-4a48-84f6-8b70547adb7e;2
27;293;Educational benefits of social networks;140e4cd6-7b3a-4a58-89a9-a7bb4b4f968d;2
27;296;recycle lead acid batteries;e0e43c94-1198-4d76-95b3-96cb03e9494e;2
27;297;How to prevent altitude sickness;90f695d5-da45-4472-a03b-131a15d139c6;2
27;298;medical practices Jehovah's witnesses;c450945d-fe7f-42dd-84a9-cb71ec5c4731;2
27;300;how to compute the mean of a set of numbers;f847252d-509b-4f53-b885-d6bd3114bf0b;2
28;251;spider bites;35f48416-5d41-41eb-b03a-290497bac46d;1
28;252;Orcas island;b1c046cc-8408-49a2-b246-613bfc2fd547;2
28;253;treatments tooth abscess;85d31d4e-8f21-41ff-a540-03994169a745;1
28;255;teddy bear picnics;ec0c8f1e-1e8e-42b9-8ab9-76e04011ef78;1
28;259;differences between bees and carpenter bees;baa1ed70-371c-4b7b-b01f-9f7e7ad4cf0b;1
28;261;remedies sore throat;2b1752b9-c273-442b-8766-abd11ec88bb5;1
28;263;current scientific theories of data evolution;c5112fe6-3313-4032-90da-ad5f59d378a9;1
28;267;lyrics feliz navidad;b8087525-5dd6-4765-a07c-a9473aee285f;1
28;270;quotes sun tzu;7c29d936-dcd7-475d-9f47-546a6b389b56;1
28;271;halloween activites for school;8657a17f-2248-4102-8ae9-d402d74cc24d;1
28;273;Wilson disease association;d0a3a339-a6a1-40e8-be51-b5b15e422f9d;1
28;274;golf schools;4380cc72-f65e-41f3-b85e-2709cb447c24;1
28;276;influence african american music history;42cefa22-338e-4fde-8f9b-9f0c7678eb75;1
28;277;cast members Bewitched tv show;176e7f5c-3eba-44a0-a9a3-e76e4194a2ef;2
28;278;mister rogers neighborhood lyrics;ebb0d688-b52b-424f-8fdc-dcd4516a50c2;2
28;282;interplanetary missions NASA;974aa2ef-62ac-49d9-8220-c6be59163db3;2
28;284;where can we find morel mushrooms;efeb82af-753d-41cc-9ced-492490c88457;1
28;285;foods riche in magnesium;91d73fcb-b176-464d-815f-bf7e01a4820a;2
28;286;drugs used to treat schizophrenia;0b190477-eb6a-404d-80a6-4c35b6adb580;1
28;287;treatments carotid cavernous fistula;bb04cdc3-b1ce-42c4-bfcc-860efed009a4;2
28;289;benefits of yoga for kids;ffdd6a2b-4890-4eaf-9a2a-23b890c56e24;2
28;291;cities sangre de cristo moutains;55334b96-f664-4b0e-9c77-6fb451a7bb8c;2
28;292;evolution electronic medical record;677e59f6-5791-4bfd-81b1-646a3715c17d;2
28;293;educational benefits social networking;57b1d345-7c3b-4e6a-9334-5591b45e32dd;2
28;296;Recycling lead acid batteries;c973c122-9762-4c65-b010-00f28471962d;2
28;297;altitude sickness;f7aa9f90-cd5f-42c6-9745-6d8f42197f3b;2
28;298;medical practices Jehovah's Witnesses;c4f91948-8407-477f-a4ed-132eedf11d62;2
28;300;how to compute the mean of a set of numbers;e6b559e2-92db-4bcd-bc55-a554a860a5ed;2
29;251;identifying spide bites;148decd8-7086-41e0-9282-05918bc5150d;1
29;252;Orcas Island;71993572-f5b2-4b45-aba2-68098a93c51c;2
29;253;tooth abscess treatments;7f7705e4-da0c-4b92-be54-70e13814720d;1
29;255;teddy bears picnics;bea7ff24-4a52-412c-ad5f-35915fc292df;1
29;259;identify carpenter bee;41e771e4-54f2-4779-8821-0512d9d99670;1
29;261;soothing a sore throat;9b85bb71-5341-42f8-9939-9a61ba9e43f3;1
29;263;theories of data on evolution;9b00e59d-515e-437d-9d7f-273fe7c7170c;1
29;267;feliz navidad lyrics;35d39a19-fb9f-4ae0-80a8-b3c83d115d61;1
29;270;sun tzu quotes;2c22f973-135b-4aae-a2c4-2b2836720b2c;1
29;271;Halloween activities 12 years;deb52282-6e74-4db6-8f60-8425dc507969;1
29;273;wilson's diseas association;d7a64564-4713-4605-8e05-3d837788d27d;1
29;274;golf schools;5462592b-44ec-4a5d-bfb2-695b35df4401;1
29;276;influence of african american music;ad18b6cb-ff33-42f1-9a78-2419897df34b;1
29;277;name cast members bewitched;4aa04e3a-ad1c-4f93-bb22-3074ac196725;2
29;278;lyrics Mister Rogers| Neighborhood theme song;2a39bcfa-b244-4a76-99ba-a0dee1799553;2
29;282;NASA interplanetary mission;8052003e-6e9b-4512-8bb4-1715ed713b98;2
29;284;places morel mushrooms;a3b72ef9-b251-44d6-97c3-123884c0e2aa;1
29;285;food rich in magnesium;a0d2c9f7-8a0d-438a-9f20-0568621eee03;2
29;286;drug treatments schizophrenia;f7fb0a67-dd91-4758-8ec2-4095fdb4e4f5;1
29;287;carotid cavernous fistula;42447601-1952-4bdc-878f-8f869d420c9f;2
29;289;benefits yoga kids;cedf87a0-e81b-4a1b-b88a-728b280ad3c1;2
29;291;Sangre de cristo mountains;e3468aad-8fd6-4979-b29d-ed19b7f04214;2
29;292;evolution of electronic medical record;09ddb7e8-e8d3-4b2b-aaf9-02e42fbb3749;2
29;293;benefits of social network;574563c6-57be-49ba-a1ea-af2c7d8db738;2
29;296;where to recycle lead acid batteries;ca955ae2-4702-491f-8266-703cf6a2de21;2
29;297;prevent altitude sickness;27417018-9d75-4d1e-b928-72263e1928af;2
29;298;medical practices jehovah;e6fac3ae-0272-4af3-b781-9d0ae7bb5980;2
29;300;calculate the mean of numbers;f61e6d4d-514b-4eea-811a-705758d768b4;2
3;251;indentify spider bites;86c24a2d-a9e7-485b-8535-4c993db2276c;1
3;252;orcas island history;1c20a828-d6f0-460f-9780-3cce2ac48b0c;2
3;253;treatments for tooth abscess;1582817a-da9c-4c2c-9a7b-4ff78709ece3;1
3;255;teddy bear picnics;86f0f7a0-f102-4d30-a930-d2f2e8982f05;1
3;259;difference between carpenter bees and bees;a8d44d1c-c1b8-400d-a2ff-d11f1a84e68a;1
3;261;folk remedies sore throat;8c15e999-46c0-467f-a4de-9b1162dfacde;1
3;263;current scientific theories and data on evolution;85d66f5f-d9c5-4591-bc87-1a759c24b066;1
3;267;feliz navidad song lyrics;485cc9b6-2a5c-4ffa-889a-cc5b2874e3ea;1
3;270;sun tzu quotes;eb757706-0d5b-4636-b347-9a5c7c7b90c5;1
3;271;halloween activities for children;903722e3-0364-47b1-b8e9-f6ca8c2486c9;1
3;273;wilson disease association;ceebd1ba-b638-4dc3-a90b-193822ef6566;1
3;274;golf schools;176306b6-11f5-40f0-9e87-d4d9fb016946;1
3;276;african american influence cultural history;f2e2c47f-b081-41b6-a80b-43eb7337ce5d;1
3;277;bewitched cast;43738e21-98e9-4951-9e7d-8d78694c7cd4;2
3;278;mister rogers neighbourhood theme song lyrics;14c3b683-d045-420b-b446-300a3487a47c;2
3;282;interplanetary missions nasa;99dc744d-4132-4cab-b314-a4d7fe9a29e4;2
3;284;find morel mushrooms;fdd3a66e-017d-40c5-8f2d-8905c019cacf;1
3;285;foods rich in magnesium;44eee133-952a-4377-bef9-fe74d302e072;2
3;286;treatment stages schinzophrenia;2711c58c-af75-44ac-999f-ea6d51677fd3;1
3;287;carotid cavernous fistula treatment;bfe9f085-8592-4be3-b0a2-2f5a318be90b;2
3;289;yoga benefits kids;5220a7a1-b148-498b-b158-25b2fb4a9dfa;2
3;291;sangre de cristo mountains cities;7d321c35-1a14-4b55-acd0-6263ba12d847;2
3;292;evolution electronic medical records;cc36bfc7-4996-42b2-9175-0eadbd5dda56;2
3;293;educational benefits social networking sites;e1c55741-6437-4061-bf36-baa265001203;2
3;296;where recycle lead acid batteries;81a0134a-8051-45e7-93ab-165ef533784f;2
3;297;altitude sickness prevention;82137483-cffc-437b-8bdc-7a8615af5527;2
3;298;medical care jehovah witness;8fa1a431-c581-4b32-8f78-58badb7671a8;2
3;300;calculate mean set of numbers;6d3b1e52-65c3-4f03-973e-0bf77559c725;2
30;251;how to recognize spider bites;c44a8aca-15bd-4d1f-9652-e3f55f0635eb;1
30;252;Orcas Island wikipedia;b81314df-9874-485a-867c-530361966dd3;2
30;253;treatments tooth abscess;efd087ed-37d4-497a-a4a6-c8e783766294;1
30;255;teddy bear picnics;e1941920-12e9-40dc-ae80-d80da6b48b93;1
30;259;bee and carpenter bee;b8e33c60-4257-425c-aabb-4746829f3984;1
30;261;odl remedies sore throat;0db55e43-fcf5-4a26-81ed-21017e376f9e;1
30;263;evolution scientific theories;5e051136-2838-42fe-bb15-9093ae8bd2cf;1
30;267;jose feliciano feliz navidad lyrics;cb58df5e-6305-430d-90de-1db96224b653;1
30;270;sun tzu quotes;3f500656-1328-48d1-9c27-1209f195f386;1
30;271;halloween school activities;db7cf09b-a25c-43ef-ae05-2fad541cdd92;1
30;273;wilson's disease association;d7653ff6-65e8-40f0-9d2e-6e61272a9245;1
30;274;golf school;1eec24eb-4f44-4fdb-aee7-d848348845dd;1
30;276;how has african american music influence history and culture;cd1efe02-0987-4bda-bab7-fa55a88a37df;1
30;277;Bewitched casting;bd1d678e-810a-488a-a52a-fe9da2ca7845;2
30;278;Mister Rogers' Neighborhood lyrics;e569bc3e-250c-4233-b242-a13dbb038611;2
30;282;NASA projects;f223a28a-8821-4ff0-a761-ee9456c100f0;2
30;284;find morel mushrooms;19952818-b2ae-4a54-ad9a-f14f127aba0d;1
30;285;Which foods are rich in magnesium?;14e33fa6-4044-46bf-beca-56a7a44f4900;2
30;286;schizophrenia treatments;862df532-eb7a-4c78-9b34-71020f66cfd5;1
30;287;carotid cavernous fistula;d0932d44-b166-43b9-8c33-1f0f8f45fd3c;2
30;289;What are the benefits of yoga for kids?;473f509e-c52e-4444-b899-214b2a1a3a5a;2
30;291;Sangre de Cristo mountains cities;bbe51e21-a85e-45a0-bb5b-d8228e5cc536;2
30;292;electronic medical record history;d6dcf5d9-67e1-46d3-9888-e7b9f4a7f2f0;2
30;293;benefits of social networking sites;7265ad85-0532-4367-81ea-198482f012b6;2
30;296;recycle lead acid batteries;1fb8be81-93b8-48ec-8c53-7fa7a8d19922;2
30;297;How can one prevent altitude sickness?;8a4ea3a3-214e-45fa-b19c-e2da9ce64a92;2
30;298;jehovah's witness health care practices;0627ee61-0b21-4e6f-abbb-1c4513535a8b;2
30;300;compute mean;2c971a4a-ed8f-41c6-bc19-911d390318e5;2
4;251;how identify spider bite;1036c528-a44c-4243-a5a7-787360647d58;1
4;252;historical information related to Orcas Island;697a1368-d4b3-4d47-888d-338069f83e58;2
4;253;treatment available tooth abscess;e58a027a-92e4-40b6-8d1c-3a5be0bc0803;1
4;255;teddy bear picnics;cf257dbb-b1b3-4e7a-8662-d39b1685fa45;1
4;259;difference between carpenter bee and other bees;f7dcbb49-7679-4dcb-8dbe-5027e97906ab;1
4;261;folk remedies for shooting sore throat;cdf479e1-c879-4c0a-906f-8165c1d9c295;1
4;263;current scientific theories on evolution;32c857f1-5d7a-4f6f-89ea-8b308e8d3433;1
4;267;Feliz Navidad song lyrics;3af252bf-2e5a-4bcf-8063-48708a4280d1;1
4;270;quotes Sun Tzu;99d5bf65-6c29-4577-8071-c9020330e46c;1
4;271;halloween activities for middle school;c799df0e-e687-4baa-84b6-e32067458833;1
4;273;wilson disease association web site;8e36c00f-318a-4646-81db-66f9ca344709;1
4;274;golf school;2dd24d8c-0026-482a-9620-700cb794532d;1
4;276;how has african american music influence history;dd1263ba-6113-456e-9881-b139a1bf63d7;1
4;277;name members Bewitched television;50bcb29b-5250-4fb0-bc16-e528e091973c;2
4;278;Mister Rogers - Neighborhood lyrics;eee7733f-e4fa-4103-871b-c2a1b1c43cdc;2
4;282;interplanetary mission NASA;4e27b022-526b-4dc8-abf1-8eca4493a49e;2
4;284;best place to find morel mushroom growing;13475a18-5393-46a4-985b-be693787ac98;1
4;285;magnesium food;d14ad115-5a4f-4bbb-b7b7-03527e1958f2;2
4;286;drug's treatment for different stage of schizophrenia;28b0d44d-77a8-4f71-aa48-1b4e02ffa964;1
4;287;carotid cavernous fistula treatment;4b167606-3ec6-4bcc-8b34-3337acacacaf;2
4;289;yoga kid benefits;d03ee4db-f922-4438-a456-a6a7dc9e9dca;2
4;291;Sangre de Cristo mountains destination;81ae415a-ba16-4d7d-b6d2-972bd2c4aca5;2
4;292;electronic health record evolution;c3ef5bd7-a775-4cad-9300-522caa468f44;2
4;293;educational benefits social networking site;5b3a3a2f-53f7-48c4-a42f-4441859d85d9;2
4;296;recycling lead acid batteries;be7125c1-6d7e-4c00-93ba-b8b17d1c01d7;2
4;297;prevent altitude sickness;17192d13-3b51-4e56-9da1-6383b9467af8;2
4;298;jehova medical practise;0163550d-fd53-42c9-af1d-913de1fbd186;2
4;300;compute mean of set number;6ff55113-b875-4cf3-ae2c-4ac1c839d531;2
41;251;spider bites images;2b45264a-5e3d-4bdd-80e2-d7d56d77c80f;1
41;252;orcas island;93a2ca52-d561-4c94-a71a-59fceb488a8d;2
41;253;tooth abscess treatments;84b968fb-1c3c-454a-a4f3-d80769e5de90;1
41;255;teddy bears picnics;b1c38530-375c-4a34-8de4-d2d931ebce9c;1
41;259;carpenter bees particularities;8c8dbb05-8a84-4cfb-9f6b-ce11048f19fb;1
41;261;sore throat soothing;0a051f47-47df-4802-a15b-1b0713dd787d;1
41;263;evolution scientific theories;f035331d-c99a-45d6-801a-9450b07cf0dc;1
41;267;feliz navidad song lyrics;8981bab7-7790-4e34-91a0-762f99222bf9;1
41;270;sun tzu quotes;ea8c98b3-dbfc-40a0-873c-ddcc3f1290a3;1
41;271;halloween activities teenagers;9142c1fa-38b5-4dce-ad4a-4a25400440b5;1
41;273;wilson disease association;f2769d7e-f989-4b2a-8108-253e03de8762;1
41;274;golf school;f2a4e6b2-6fbd-4231-bd89-b22dd5f092b0;1
41;276;african american music influence;f34cad27-8023-44d3-b242-d7fc32bd0be2;1
41;277;Bewitched casting;5533d6a5-53bb-46aa-a7a1-ef401da22d27;2
41;278;lyrics neighborhood mister rogers theme;667404bc-54a1-43e1-b8d2-9161bed089da;2
41;282;NASA future and actual interplanetary missions;181bf506-6372-43fa-8a5b-1b3238140186;2
41;284;morel mushrooms where;ac800281-5943-4e80-91f0-61280cb30865;1
41;285;magnesium rich food;3ce4f910-5622-4e29-8b21-a3f2c8174d76;2
41;286;schizophrenia drug treatment;ecd2292e-7fe6-4174-9a46-037be197f2bf;1
41;287;carotid cavernous fistula treatment;3cfdf7f2-c27e-4464-a9c8-d577f37e7a2b;2
41;289;yoga kids benefits;9f970189-800b-42e3-9e7e-ef4b0d5c3c32;2
41;291;sangre de cristo destinations;23b88a75-7a17-4e0c-8af0-37ecd96dabed;2
41;292;electronic health record history;6fa1714f-ac8d-4508-82cd-d94a7a11bfab;2
41;293;social network educationnal benefits;c945ab10-a3de-40d3-89dd-7be7dff37443;2
41;296;recycle lead acid battery;0321ddb7-4dc1-4149-84fe-3dba0e267b45;2
41;297;prevent altitude sickness;a26f88dd-13ff-46f2-968a-c2a0d0e8b216;2
41;298;jehovah witnesses medical practices;3d026968-6371-40a4-84a3-f5d45d6a3f48;2
41;300;mean numbers;fadf10e5-e985-4822-94c7-1947b3d252dd;2
42;251;identifying spider bites;89f7e062-a070-4578-a8fd-820a8a674cd4;1
42;252;history of orcas island;fc236c89-c4bd-4ffa-8c52-fcdbe557e06c;2
42;253;treatments tooth abscess;dcac4595-222e-4150-b458-cb6d65be4c72;1
42;255;teddy bears picnics;41faac50-ef91-40a6-ba42-fbc389f069ea;1
42;259;carpenter bee difference other bees;89f7f57f-52f2-43f3-8e2c-655dd0b3e5cb;1
42;261;folk remedies sore throat;21c845f4-9859-4fca-b459-741b32403845;1
42;263;current scientific theories on evolution;aadbb0d4-d7c7-478e-8164-40c54f8152e4;1
42;267;feliz navidad lyrics;5e882cf8-2168-4299-9fca-7bd3a9198bb1;1
42;270;quotes Sun Tzu;34c35c3e-cb40-410b-a5e6-d05324b86156;1
42;271;halloween activities for middle school children;77bb0256-d4ff-467f-98f9-d672ff4428e0;1
42;273;Wilson disease association;c8d7eada-b715-4266-bab3-ebfeb767de96;1
42;274;golf schools;2f717e57-98f8-4e1a-87a1-c580dfbb98d9;1
42;276;African American music influence history;6ca9ce5f-37d1-4588-814d-572f75d8d776;1
42;277;casting bewitched;bfb2f9b0-b473-4377-9c90-5a3d351c9c0d;2
42;278;lyrics mister rogers neighborhood theme;3c935930-9ad1-42bd-8394-f16e085d071b;2
42;282;interplanetary mission NASA;f45d7c39-8936-468a-89c2-661dbedb77c6;2
42;284;where to find morel mushrooms;6c7e024b-944f-452f-8d01-753584ff3eb4;1
42;285;foods rich in magnesium;29966b2f-2a99-4b5e-96c5-1dfd7f152fef;2
42;286;drugs treat different stages schizophrenia;c9160c70-fea1-4bf7-84b4-d37df611e1ed;1
42;287;treatments CCFT;a3de666d-95a6-4e5c-9727-e215a565f240;2
42;289;yoga benefits kid;88b71e77-e03a-460c-9fd2-b6625b304504;2
42;291;destinations within Sangre de Cristo mountains region;c8dc2905-dfb3-470e-b9f3-1b562fca57a5;2
42;292;electronic medical record evolution;8365eb78-e46c-47df-85a7-e9b4a839e1c3;2
42;293;educational benefits social networking sites;04115a0b-7faa-4137-ae2d-e874571fd90b;2
42;296;where recycle lead acid batteries;7ce6893b-707d-40e6-9555-38e7d548d01a;2
42;297;altitude sickness;4c13e05a-6d74-4197-8da7-b6d36183b7ab;2
42;298;medical practices Jehovah witness religion;066d72b5-596d-47af-a2f4-15165e8dbe13;2
42;300;compute mean of set of numbers;4873ae00-3641-436f-bb46-8fae267f16de;2
43;251;identifying spider bites;70673f6e-25e3-4c16-94d4-732eea133768;1
43;252;historical information about Orcas island;21c37447-37bc-4046-9b12-316d476e4389;2
43;253;tooth abscess treatments;e32373b6-2aa9-4d92-9956-4dd6adcc06bd;1
43;255;teddy bears picnics;29bb0eff-df03-4bac-b138-519a77420a44;1
43;259;carpenter bee;909945b1-63bb-4175-bd3f-406ca6616840;1
43;261;folk remedies sore throat;e9a567b0-a868-4a66-8b64-b763e29865c9;1
43;263;scientific théories and évidence for evolution;92328199-b697-472a-ae34-e5f2a7fc6a17;1
43;267;feliz navidad lyrics;8dcc0cf1-47d6-4e9f-8e83-2461c869ce3a;1
43;270;sun tzu quotes;132c2139-6f06-4492-900d-71a4658e8660;1
43;271;halloween activiis for middle school;af5b4549-d4da-498c-921e-62d5e524ecdc;1
43;273;wilson/s disease association;31a7ca01-ae37-4ceb-bf52-6b1b9e52fc2f;1
43;274;golf instruction;bfcc7912-9493-40ef-94d8-b63b357c568d;1
43;276;how has african american music influence history;8d52201c-ad2c-4ed4-b7e8-ad3d1977880f;1
43;277;members of bewitched;0f5c7a8c-c47c-4613-b31d-806eb9dc2741;2
43;278;Mister Rogers| Neighborhood lyrics;06034b18-378a-4803-9490-7b47886a7ed9;2
43;282;interplanetary missions NASA;68edd44b-2db6-4f3f-a4d3-3f926297cf19;2
43;284;where to find morel mushrooms;b814078c-c874-4797-8489-588742b8056b;1
43;285;food rich in magnesium;93642a38-8d59-4acf-b0a2-852dc1820d62;2
43;286;drugs use to treat schizophrenia;056356c2-62fe-4334-b2c1-541b56a8872a;1
43;287;treatments for ccft;b15f03bd-5b57-4749-92ea-f34f6f6be92f;2
43;289;benefits yoga for kids;c6876905-64ba-44ac-b182-74d5162d3c75;2
43;291;destinations Sangre de Cristo;c7d3b0e4-eb2f-4b87-961c-f9b307ee3a7b;2
43;292;electronic medical record evolution;6d73cea0-afd1-47c8-bb32-07ae595cb4c0;2
43;293;social network benefits;d1983a81-b1b3-4528-ac1d-3303ec51c167;2
43;296;acid batteries recycle;29f5c7f5-930b-407f-ae7e-a7b52b9d70bb;2
43;297;prevent altitude sickness;28e319d5-08f0-4b5d-9f3c-434e8fd6a100;2
43;298;health practices of jehovahs witnesses;3b80f40d-50f9-4a35-947b-3095fc54b1cb;2
43;300;calculate an average;854f1a95-72fd-48b2-8d52-f4ffc356d809;2
44;251;identifying spider bites;fea48a3c-930f-42e9-b34e-852fd1f820c7;1
44;252;Orcas Island historical information;f77d1005-85cc-46fe-862b-bf4234aa9317;2
44;253;treatments for tooth abscess;0d3c5dd7-4fa7-41b3-b777-9fe0ee3a7056;1
44;255;teddy bears picnics;cfb7c94c-903a-447d-8ff3-79f91e44725b;1
44;259;carpenter bee;39876b45-c054-4378-b572-bff014e177c2;1
44;261;folk remedies sore throat;40cc1610-a393-4202-bccf-e32de0ff629c;1
44;263;scientific theories and data on evolution;70760652-6978-4252-a5b1-4ec8e76aeafa;1
44;267;feliz navidad lyrics;044a7048-6465-454b-a00b-22669d1d805f;1
44;270;Quotes Sun Tzu;b2a8f63a-1468-44fd-bfa0-426dfce9bad0;1
44;271;halloween activities for middle school;40a8474d-c691-43e3-93ed-900abd5b880e;1
44;273;Wilson Disease Association;f197f00e-1093-44bd-a76b-4b64452b71c0;1
44;274;golf schools information;c38696a8-ef92-4ed6-b4d8-76b359fab9a8;1
44;276;African American music influenced cultural history;468cd0fb-a191-443b-9afd-00403d802af1;1
44;277;"""Bewitched"" cast members";65618f99-c998-4367-b975-d8ae8b2b0df1;2
44;278;"""Mister Rogers| Neighborhood"" theme song lyrics";5e02e341-002e-42e4-8cea-4aadc2e618cf;2
44;282;NASA interplanetary missions;4b2d6849-78ea-40a3-85b8-fb456a98fd14;2
44;284;best places morel mushrooms grown;129180c4-8976-4dd3-a7dd-b14909723b7b;1
44;285;food rich in magnesium.;c9ad4b5d-6005-42e4-93d4-a73052e5ceed;2
44;286;drugs schizophrenia different stages;a177ae83-17f0-4152-90c6-3898232a7bd6;1
